"Customer" "TypeOfCustomer" "Items" "Net.Sales" "MethodOfPayment" "Gender" "Marital.Status" "Age" "Level" "HolidaySales"
"302" 302 "Regular" 7 178 "Discover" "Female" "Divorced" 69 300 212.114013157857
"303" 303 "Promotional" 3 262.94 "Discover" "Male" "Divorced" 37 300 275.569578090651
"304" 304 "Regular" 3 193.5 "Proprietary Card" "Female" "Divorced" 71 200 209.977527791633
"305" 305 "Promotional" 7 201.23 "Discover" "Female" "Married" 63 100 212.718683591223
"306" 306 "Promotional" 3 151.25 "MasterCard" "Male" "Divorced" 37 300 159.292631906324
"307" 307 "Regular" 7 153.46 "Discover" "Male" "Divorced" 81 100 166.570022159416
"308" 308 "Promotional" 7 112.06 "Proprietary Card" "Female" "Never married" 77 100 128.44505275197
"309" 309 "Regular" 3 242.67 "MasterCard" "Female" "Married" 24 100 257.316148549605
"310" 310 "Regular" 10 292.93 "Visa" "Male" "Never married" 18 100 310.612898846741
"311" 311 "Regular" 3 295.04 "Discover" "Male" "Married" 85 200 314.131158294089
"312" 312 "Regular" 8 207.3 "Visa" "Female" "Divorced" 24 200 215.804122420767
"313" 313 "Promotional" 3 111.77 "Proprietary Card" "Male" "Divorced" 57 100 143.89522297624
"314" 314 "Regular" 10 118.77 "MasterCard" "Male" "Married" 88 200 124.918624472958
"315" 315 "Regular" 10 220.19 "MasterCard" "Male" "Divorced" 71 100 247.32190264228
"316" 316 "Promotional" 5 206.11 "Visa" "Female" "Never married" 66 100 224.278091532934
"317" 317 "Promotional" 10 278.81 "MasterCard" "Male" "Married" 54 100 290.20642533942
"318" 318 "Promotional" 1 240.27 "MasterCard" "Female" "Married" 22 100 254.914297047001
"319" 319 "Regular" 1 100.5 "Discover" "Female" "Never married" 87 200 108.202426349803
"320" 320 "Regular" 1 187.68 "Visa" "Male" "Never married" 24 100 205.708146944351
"321" 321 "Promotional" 10 218.7 "MasterCard" "Male" "Divorced" 27 100 223.376085811395
"322" 322 "Promotional" 10 219.17 "Proprietary Card" "Female" "Divorced" 51 300 228.321014695071
"323" 323 "Promotional" 9 226.72 "Visa" "Male" "Married" 23 100 234.501997118263
"324" 324 "Promotional" 3 146.35 "MasterCard" "Female" "Married" 83 400 146.306574514133
"325" 325 "Promotional" 3 246.48 "Proprietary Card" "Male" "Married" 75 400 267.874362861563
"326" 326 "Promotional" 9 284.8 "Visa" "Female" "Never married" 46 200 301.562245140878
"327" 327 "Regular" 9 236.86 "Visa" "Male" "Divorced" 85 200 262.965831058152
"328" 328 "Promotional" 2 242.67 "Proprietary Card" "Female" "Married" 45 200 270.436033392521
"329" 329 "Promotional" 9 172.21 "Discover" "Male" "Married" 87 400 187.221791938425
"330" 330 "Promotional" 3 291.52 "Discover" "Male" "Never married" 58 400 309.713575030783
"331" 331 "Promotional" 10 255.86 "Discover" "Male" "Divorced" 43 100 271.139020689
"332" 332 "Promotional" 3 220.19 "Proprietary Card" "Female" "Married" 65 300 239.726566739977
"333" 333 "Promotional" 5 126.92 "Discover" "Male" "Never married" 28 400 155.171237972564
"334" 334 "Regular" 1 231.68 "MasterCard" "Male" "Married" 24 100 240.412609570259
"335" 335 "Regular" 5 258.65 "Proprietary Card" "Male" "Divorced" 47 200 269.159872012466
"336" 336 "Promotional" 6 245.1 "Discover" "Male" "Never married" 63 400 262.505320991681
"337" 337 "Promotional" 7 141.4 "Discover" "Male" "Never married" 73 200 155.953214852976
"338" 338 "Promotional" 2 242.45 "Visa" "Male" "Married" 52 300 258.156962034045
"339" 339 "Promotional" 2 259.83 "Proprietary Card" "Male" "Never married" 32 400 265.331582810883
"340" 340 "Regular" 5 123.01 "Proprietary Card" "Male" "Divorced" 47 400 144.613609303446
"341" 341 "Regular" 2 233.59 "Visa" "Female" "Divorced" 46 300 254.690392240505
"342" 342 "Regular" 3 252.09 "Visa" "Male" "Divorced" 23 400 259.776447902458
"343" 343 "Promotional" 7 174.91 "Discover" "Male" "Divorced" 36 300 186.427087314132
"344" 344 "Regular" 2 129.5 "Visa" "Male" "Divorced" 72 300 140.232877089082
"345" 345 "Promotional" 9 237.54 "Visa" "Male" "Divorced" 20 100 252.060995479043
"346" 346 "Promotional" 7 126.92 "MasterCard" "Female" "Never married" 80 400 140.114061920992
"347" 347 "Promotional" 1 240.27 "Discover" "Male" "Divorced" 38 200 266.99154004595
"348" 348 "Regular" 10 180.88 "Discover" "Male" "Married" 82 200 195.648540479112
"349" 349 "Promotional" 3 190.5 "Proprietary Card" "Female" "Never married" 56 300 207.524924288269
"350" 350 "Promotional" 3 232.08 "MasterCard" "Female" "Married" 81 100 248.750073817341
"351" 351 "Regular" 8 196.83 "Discover" "Female" "Divorced" 66 200 215.305629085612
"352" 352 "Regular" 8 198.99 "Discover" "Female" "Never married" 56 400 207.517222377269
"353" 353 "Regular" 6 232.08 "MasterCard" "Male" "Divorced" 51 100 236.301748551089
"354" 354 "Promotional" 5 151.25 "Discover" "Female" "Never married" 36 100 174.72362050091
"355" 355 "Regular" 1 247.88 "MasterCard" "Male" "Divorced" 24 300 284.993874960417
"356" 356 "Regular" 5 282.48 "Visa" "Male" "Never married" 55 300 302.619018343436
"357" 357 "Promotional" 10 257.14 "Discover" "Male" "Married" 79 300 274.27666421851
"358" 358 "Regular" 5 104.65 "MasterCard" "Female" "Never married" 42 300 137.068019008623
"359" 359 "Regular" 6 292.93 "Visa" "Female" "Divorced" 23 100 309.407072688431
"360" 360 "Promotional" 6 292.99 "Proprietary Card" "Male" "Divorced" 47 100 311.562313989323
"361" 361 "Promotional" 9 236.19 "MasterCard" "Female" "Divorced" 67 400 249.84530289059
"362" 362 "Regular" 4 188.12 "Visa" "Female" "Married" 63 300 197.227361607259
"363" 363 "Regular" 9 282.48 "Discover" "Female" "Divorced" 58 300 292.739540358544
"364" 364 "Regular" 5 260.02 "Discover" "Female" "Divorced" 84 100 275.392413097512
"365" 365 "Promotional" 9 232.45 "Visa" "Male" "Divorced" 68 300 243.885754529203
"366" 366 "Promotional" 3 265.66 "Visa" "Male" "Never married" 76 100 280.774330592783
"367" 367 "Regular" 4 174.71 "Visa" "Female" "Divorced" 39 200 201.47771417604
"368" 368 "Promotional" 8 128.22 "MasterCard" "Female" "Divorced" 73 400 145.020099444273
"369" 369 "Promotional" 3 105.15 "Visa" "Male" "Married" 85 200 111.820985094179
"370" 370 "Regular" 7 197.79 "Visa" "Female" "Married" 41 400 207.081289572486
"371" 371 "Regular" 2 128.22 "MasterCard" "Female" "Divorced" 30 100 126.706553484619
"372" 372 "Promotional" 1 111.77 "MasterCard" "Male" "Married" 62 100 119.599686791696
"373" 373 "Promotional" 2 157.38 "MasterCard" "Female" "Divorced" 52 400 173.950770610684
"374" 374 "Promotional" 3 288.57 "Proprietary Card" "Male" "Never married" 85 300 298.505900303381
"375" 375 "Promotional" 9 197.79 "Visa" "Male" "Divorced" 36 400 211.691938181259
"376" 376 "Promotional" 10 298.22 "MasterCard" "Female" "Married" 81 200 316.152685535163
"377" 377 "Promotional" 2 164.82 "Discover" "Female" "Married" 23 100 193.351215593247
"378" 378 "Promotional" 5 149.35 "Visa" "Female" "Married" 80 400 160.621012459964
"379" 379 "Regular" 8 237.99 "Visa" "Female" "Married" 20 400 240.081914643215
"380" 380 "Regular" 7 199.39 "Visa" "Female" "Never married" 65 200 204.359006307006
"381" 381 "Regular" 3 195.13 "MasterCard" "Female" "Divorced" 62 200 200.812311912968
"382" 382 "Promotional" 3 229.98 "MasterCard" "Female" "Married" 56 200 236.694116323081
"383" 383 "Regular" 7 243.31 "MasterCard" "Male" "Married" 55 300 250.502738551575
"384" 384 "Regular" 2 286.02 "Discover" "Female" "Married" 24 200 296.270933573017
"385" 385 "Promotional" 6 105.15 "MasterCard" "Male" "Divorced" 55 300 116.988283603049
"386" 386 "Promotional" 2 174.91 "Visa" "Male" "Never married" 74 300 189.087073043773
"387" 387 "Promotional" 10 298.56 "MasterCard" "Male" "Married" 70 300 317.27294731638
"388" 388 "Regular" 4 242.72 "Visa" "Male" "Never married" 74 100 263.574054251297
"389" 389 "Regular" 9 186.9 "MasterCard" "Male" "Married" 43 300 214.35261980807
"390" 390 "Regular" 3 123.12 "Discover" "Male" "Divorced" 35 400 166.440603421847
"391" 391 "Regular" 6 191.24 "MasterCard" "Female" "Divorced" 40 300 221.065882691934
"392" 392 "Regular" 1 116.54 "Visa" "Female" "Married" 63 100 119.138985833587
"393" 393 "Promotional" 3 144.36 "Visa" "Male" "Divorced" 22 200 145.300012086041
"394" 394 "Regular" 7 113.04 "MasterCard" "Male" "Divorced" 87 400 131.865666738956
"395" 395 "Regular" 2 207.51 "Visa" "Male" "Married" 29 200 235.808530175748
"396" 396 "Regular" 9 260.02 "Proprietary Card" "Male" "Divorced" 30 200 292.195797415842
"397" 397 "Regular" 3 237.74 "Discover" "Male" "Never married" 88 200 228.97995658953
"398" 398 "Promotional" 5 164.05 "Discover" "Male" "Married" 46 400 184.07512299269
"399" 399 "Promotional" 10 217.34 "MasterCard" "Female" "Married" 24 400 225.709727295527
"400" 400 "Promotional" 1 259.01 "Visa" "Female" "Divorced" 53 200 278.205332126904
"401" 401 "Regular" 10 222.35 "MasterCard" "Female" "Never married" 31 100 241.836095937655
"402" 402 "Promotional" 5 182.85 "Discover" "Female" "Married" 72 100 210.730929960802
"403" 403 "Regular" 9 197.23 "MasterCard" "Female" "Never married" 72 200 211.325774787665
"404" 404 "Regular" 6 118.34 "MasterCard" "Male" "Never married" 77 400 142.44684733043
"405" 405 "Regular" 9 187.68 "Discover" "Female" "Never married" 40 100 207.239818168703
"406" 406 "Promotional" 1 160.08 "Discover" "Female" "Married" 84 200 173.982780328565
"407" 407 "Promotional" 1 255.94 "Discover" "Female" "Divorced" 52 400 288.566178051077
"408" 408 "Regular" 7 150.78 "Proprietary Card" "Male" "Married" 51 300 173.406560612549
"409" 409 "Promotional" 4 255.86 "MasterCard" "Female" "Divorced" 48 100 273.721224482189
"410" 410 "Regular" 6 198.25 "Discover" "Female" "Married" 32 100 211.240019852246
"411" 411 "Promotional" 5 192.64 "Discover" "Female" "Married" 67 100 228.169073264437
"412" 412 "Regular" 10 259.35 "Proprietary Card" "Male" "Married" 88 100 276.715340656057
"413" 413 "Promotional" 10 296.13 "MasterCard" "Female" "Divorced" 43 200 282.290663828051
"414" 414 "Regular" 4 112.06 "MasterCard" "Female" "Never married" 56 400 100.261299010919
"415" 415 "Promotional" 2 130.05 "MasterCard" "Male" "Married" 65 100 148.420979819641
"416" 416 "Regular" 7 268.2 "Discover" "Male" "Never married" 26 100 282.066830113981
"417" 417 "Regular" 10 224.88 "Proprietary Card" "Female" "Never married" 40 300 243.249455708708
"418" 418 "Regular" 1 246.48 "Visa" "Male" "Never married" 77 100 258.330903235978
"419" 419 "Regular" 7 292.41 "Proprietary Card" "Male" "Divorced" 41 200 291.263774714777
"420" 420 "Promotional" 10 243.73 "MasterCard" "Male" "Married" 29 400 255.804069305727
"421" 421 "Regular" 1 289.93 "Proprietary Card" "Male" "Married" 18 300 318.843193631966
"422" 422 "Regular" 5 232.42 "Discover" "Male" "Divorced" 63 200 246.448210103963
"423" 423 "Promotional" 6 194.7 "Discover" "Male" "Divorced" 75 400 221.136647603929
"424" 424 "Regular" 5 119.1 "Proprietary Card" "Female" "Divorced" 58 400 122.796925929117
"425" 425 "Promotional" 8 271.14 "Discover" "Male" "Married" 81 100 283.845990761312
"426" 426 "Promotional" 4 230.88 "MasterCard" "Male" "Married" 87 400 255.511725381064
"427" 427 "Promotional" 4 282.11 "Discover" "Female" "Divorced" 72 400 277.676357224492
"428" 428 "Regular" 5 294.17 "MasterCard" "Male" "Divorced" 77 300 293.019812674277
"429" 429 "Regular" 4 217.34 "Discover" "Female" "Never married" 34 100 225.600191697157
"430" 430 "Promotional" 4 251.05 "MasterCard" "Female" "Married" 83 100 265.242460466919
"431" 431 "Promotional" 10 259.01 "Proprietary Card" "Male" "Divorced" 24 300 272.21718712199
"432" 432 "Promotional" 8 278.58 "Discover" "Female" "Never married" 56 400 319.828473238154
"433" 433 "Promotional" 5 237.54 "Proprietary Card" "Male" "Married" 19 300 253.884032120521
"434" 434 "Promotional" 5 148.85 "Visa" "Male" "Married" 31 300 167.1235167366
"435" 435 "Regular" 7 223.89 "Discover" "Male" "Married" 42 400 247.043829157636
"436" 436 "Promotional" 7 176.71 "MasterCard" "Male" "Divorced" 34 100 201.406175091315
"437" 437 "Regular" 3 296.96 "MasterCard" "Male" "Married" 67 100 309.042176848475
"438" 438 "Regular" 8 260.9 "MasterCard" "Male" "Married" 82 200 257.826920637605
"439" 439 "Promotional" 10 274.53 "MasterCard" "Female" "Never married" 30 300 281.818243267719
"440" 440 "Regular" 7 295.22 "Visa" "Female" "Married" 70 200 305.422622027587
"441" 441 "Regular" 9 128.67 "MasterCard" "Female" "Married" 27 200 136.504272460132
"442" 442 "Regular" 7 176.53 "MasterCard" "Female" "Married" 29 300 192.119439119991
"443" 443 "Regular" 9 125.37 "Discover" "Female" "Married" 85 200 139.156667174249
"444" 444 "Regular" 5 106.56 "Discover" "Female" "Divorced" 73 200 106.339570391626
"445" 445 "Regular" 9 207.3 "MasterCard" "Male" "Divorced" 29 400 224.511030212216
"446" 446 "Regular" 2 196.83 "Discover" "Male" "Divorced" 77 300 194.385266598833
"447" 447 "Promotional" 8 215.1 "MasterCard" "Female" "Divorced" 36 100 245.036685436227
"448" 448 "Regular" 3 265.66 "Visa" "Female" "Married" 26 300 278.27838377129
"449" 449 "Promotional" 9 251.33 "Visa" "Male" "Divorced" 40 300 254.96648459379
"450" 450 "Regular" 7 233.59 "Proprietary Card" "Female" "Married" 77 400 249.150513292381
"451" 451 "Regular" 1 115.76 "Discover" "Male" "Never married" 51 100 127.800807147585
"452" 452 "Promotional" 8 140.41 "Discover" "Male" "Married" 66 300 157.63045767671
"453" 453 "Regular" 5 147.56 "Visa" "Male" "Divorced" 85 400 157.596019178523
"454" 454 "Promotional" 2 164.05 "Proprietary Card" "Male" "Never married" 38 100 175.787620190912
"455" 455 "Promotional" 7 168.61 "Visa" "Male" "Married" 18 400 178.171794775419
"456" 456 "Promotional" 9 298.56 "Proprietary Card" "Female" "Divorced" 21 300 318.013965098739
"457" 457 "Regular" 8 115.3 "Proprietary Card" "Female" "Married" 18 400 119.803135727608
"458" 458 "Regular" 8 274.89 "Discover" "Female" "Divorced" 54 300 288.779072796853
"459" 459 "Regular" 4 141.4 "Visa" "Female" "Divorced" 68 100 163.908367149571
"460" 460 "Regular" 6 176.53 "MasterCard" "Female" "Divorced" 33 300 180.983412966608
"461" 461 "Regular" 10 182.85 "Discover" "Male" "Never married" 48 100 184.990320618202
"462" 462 "Regular" 9 205.54 "Visa" "Male" "Divorced" 77 400 218.729613305826
"463" 463 "Promotional" 6 190.5 "Proprietary Card" "Female" "Divorced" 75 300 205.701661072329
"464" 464 "Promotional" 2 278.81 "MasterCard" "Male" "Divorced" 44 400 299.335848820692
"465" 465 "Promotional" 4 113.04 "Discover" "Male" "Never married" 73 100 138.191552036876
"466" 466 "Regular" 1 125.85 "MasterCard" "Female" "Married" 44 400 139.224163688595
"467" 467 "Promotional" 10 211.21 "Discover" "Female" "Divorced" 50 300 221.148613441865
"468" 468 "Promotional" 10 268.44 "Proprietary Card" "Male" "Married" 78 100 319.055872551819
"469" 469 "Promotional" 6 186.59 "MasterCard" "Female" "Divorced" 45 200 209.625659286211
"470" 470 "Promotional" 10 225.34 "Discover" "Male" "Married" 78 300 244.065973341618
"471" 471 "Regular" 1 205.73 "Discover" "Male" "Married" 31 400 221.352203116127
"472" 472 "Promotional" 8 291.59 "Proprietary Card" "Female" "Never married" 35 300 300.316198947225
"473" 473 "Promotional" 7 220.4 "Proprietary Card" "Female" "Never married" 66 300 233.195666760331
"474" 474 "Regular" 7 256.15 "Discover" "Male" "Divorced" 32 200 257.863992775709
"475" 475 "Regular" 3 255.98 "MasterCard" "Male" "Never married" 55 300 255.396476879025
"476" 476 "Regular" 9 103.01 "Discover" "Female" "Divorced" 45 400 108.058526875005
"477" 477 "Promotional" 1 140.72 "Visa" "Female" "Never married" 52 100 167.609481724641
"478" 478 "Regular" 3 169.88 "Visa" "Female" "Never married" 51 100 178.865989117904
"479" 479 "Regular" 8 169.88 "Discover" "Male" "Divorced" 52 100 184.867698356875
"480" 480 "Promotional" 2 104.37 "Visa" "Male" "Divorced" 80 200 110.549145315877
"481" 481 "Regular" 9 201.45 "Discover" "Female" "Married" 22 200 227.24381857362
"482" 482 "Regular" 2 292.41 "Visa" "Female" "Never married" 62 100 297.148956802975
"483" 483 "Regular" 10 228.4 "Visa" "Female" "Divorced" 34 300 229.428537867397
"484" 484 "Regular" 4 182.97 "Proprietary Card" "Male" "Divorced" 64 200 211.21042259667
"485" 485 "Regular" 10 155.99 "Discover" "Male" "Divorced" 49 100 175.065749070017
"486" 486 "Promotional" 9 164.7 "Visa" "Female" "Never married" 48 300 167.993168818715
"487" 487 "Regular" 4 144.65 "Discover" "Female" "Married" 37 300 156.797182983171
"488" 488 "Promotional" 7 283.53 "Proprietary Card" "Female" "Divorced" 57 400 292.439360261816
"489" 489 "Regular" 4 128.05 "Visa" "Female" "Divorced" 72 100 168.196208424432
"490" 490 "Regular" 4 196.54 "MasterCard" "Female" "Never married" 39 100 225.621399640983
"491" 491 "Regular" 6 255.98 "Visa" "Female" "Never married" 23 200 260.636375491758
"492" 492 "Promotional" 2 183.34 "Discover" "Female" "Divorced" 47 300 191.040478271309
"493" 493 "Regular" 9 285.55 "Visa" "Female" "Divorced" 71 400 299.515737282818
"494" 494 "Regular" 9 178.65 "Visa" "Male" "Never married" 75 100 203.086747432868
"495" 495 "Regular" 7 286.02 "Discover" "Female" "Married" 40 400 309.254886094084
"496" 496 "Promotional" 7 211.21 "MasterCard" "Female" "Divorced" 31 200 230.937772901497
"497" 497 "Regular" 2 149.35 "Proprietary Card" "Male" "Divorced" 80 100 178.177174839408
"498" 498 "Promotional" 4 198.25 "MasterCard" "Female" "Divorced" 41 100 213.662046216177
"499" 499 "Regular" 8 123.56 "Discover" "Male" "Divorced" 58 300 133.791191545196
"500" 500 "Promotional" 5 114.73 "Discover" "Female" "Married" 32 300 133.659348495395
